Veg ID,Map Unit ID,Strata,No. Growth Forms,No. Taxa,Mapunit Identifier,Spatial Mix,Data Set Name,Stratum ID,Sub Stratum Rank,Cover Type,Cover Mean Value,Height Type,Height Mean Value,L6 Sub Association,L2 Structural Formation,L3 Broad Floristic Formation,L4 Sub Formation,L5 Association,Cover Code,Height Class,Dominant Stratum Flag,Source Code,Source Description,Environmental Description,Common Language Description,No. Strata,Nvis ID,Data Set Id,Record Type,Growth Form Type
860,2094,M1,2,5,32000021,dominant mosaic,NTVEGMAP1750/2000,7119,-,Percentage Cover (numerical data),4,Average Height (general vegetation mapping),3,"U1+ ^Eucalyptus phoenicea,Eucalyptus tectifica,Erythrophleum chlorostachys+/-Pouteria sericea\^tree\6\i;M1 ^Erythrophleum chlorostachys,Cochlospermum fraseri,Gardenia megasperma,Grevillea decurrens,Terminalia ferdinandiana\^tree,shrub\6\r;G1 ^Sorghum intrans,Eriachne obtusa,Heteropogon triticeus+/-Petalostigma quadriloculare\^tussock grass\2\i",Low woodland,Eucalyptus low woodland,Eucalyptus low woodland\Erythrophleum low open woodland\Sorghum mid open tussock grassland,"U+ ^Eucalyptus phoenicea,Eucalyptus tectifica,Pouteria sericea\^tree\6\i;M ^Erythrophleum chlorostachys,Cochlospermum fraseri,Gardenia megasperma\^tree,shrub\6\r;G ^Sorghum intrans,Eriachne obtusa,Heteropogon triticeus\^tussock grass\2\i",r,6,N,Map unit 21a,Unknown,Plains and valleys associated with rocky hills.Shallow or skeletal gravelly sands between sandstone and granite rocks,-,3,4041,38,-,Shrub
860,2094,G1,1,4,32000021,dominant mosaic,NTVEGMAP1750/2000,7120,-,Percentage Cover (numerical data),28,Average Height (general vegetation mapping),0,"U1+ ^Eucalyptus phoenicea,Eucalyptus tectifica,Erythrophleum chlorostachys+/-Pouteria sericea\^tree\6\i;M1 ^Erythrophleum chlorostachys,Cochlospermum fraseri,Gardenia megasperma,Grevillea decurrens,Terminalia ferdinandiana\^tree,shrub\6\r;G1 ^Sorghum intrans,Eriachne obtusa,Heteropogon triticeus+/-Petalostigma quadriloculare\^tussock grass\2\i",Low woodland,Eucalyptus low woodland,Eucalyptus low woodland\Erythrophleum low open woodland\Sorghum mid open tussock grassland,"U+ ^Eucalyptus phoenicea,Eucalyptus tectifica,Pouteria sericea\^tree\6\i;M ^Erythrophleum chlorostachys,Cochlospermum fraseri,Gardenia megasperma\^tree,shrub\6\r;G ^Sorghum intrans,Eriachne obtusa,Heteropogon triticeus\^tussock grass\2\i",i,2,N,Map unit 21a,Unknown,Plains and valleys associated with rocky hills.Shallow or skeletal gravelly sands between sandstone and granite rocks,-,3,4041,38,-,Tussock grass
861,2505,U1,1,4,32000027,equal mosaic,NTVEGMAP1750/2000,7121,1,Percentage Cover (classed data),-9999,Unknown,-9999,"U1+ ^Eucalyptus camaldulensis+/-Acacia estrophiolata+/-Erythrina vespertilio+/-Acacia coriacea\^tree\7\r;G1 ^Enteropogon acicularis,Zygochloa paradoxa,Triodia pungens+/-Chrysopogon fallax+/-Bothriochloa ewartiana\^tussock grass,hummock grass\2\r",Open woodland,Eucalyptus open woodland,Eucalyptus mid open woodland\Enteropogon mid sparse tussock grassland,"U+ ^Eucalyptus camaldulensis+/-Acacia estrophiolata+/-Erythrina vespertilio\^tree\7\r;G ^Enteropogon acicularis,Zygochloa paradoxa,Triodia pungens\^tussock grass,hummock grass\2\r",r,7,Y,Map unit 27a,Unknown,Deep alluvial sandy soils,-,2,4042,38,-,Tree
861,2505,G1,2,5,32000027,equal mosaic,NTVEGMAP1750/2000,7122,-,Percentage Cover (classed data),-9999,Unknown,-9999,"U1+ ^Eucalyptus camaldulensis+/-Acacia estrophiolata+/-Erythrina vespertilio+/-Acacia coriacea\^tree\7\r;G1 ^Enteropogon acicularis,Zygochloa paradoxa,Triodia pungens+/-Chrysopogon fallax+/-Bothriochloa ewartiana\^tussock grass,hummock grass\2\r",Open woodland,Eucalyptus open woodland,Eucalyptus mid open woodland\Enteropogon mid sparse tussock grassland,"U+ ^Eucalyptus camaldulensis+/-Acacia estrophiolata+/-Erythrina vespertilio\^tree\7\r;G ^Enteropogon acicularis,Zygochloa paradoxa,Triodia pungens\^tussock grass,hummock grass\2\r",r,2,N,Map unit 27a,Unknown,Deep alluvial sandy soils,-,2,4042,38,-,Tussock grass
861,2505,G1,2,5,32000027,equal mosaic,NTVEGMAP1750/2000,7122,-,Percentage Cover (classed data),-9999,Unknown,-9999,"U1+ ^Eucalyptus camaldulensis+/-Acacia estrophiolata+/-Erythrina vespertilio+/-Acacia coriacea\^tree\7\r;G1 ^Enteropogon acicularis,Zygochloa paradoxa,Triodia pungens+/-Chrysopogon fallax+/-Bothriochloa ewartiana\^tussock grass,hummock grass\2\r",Open woodland,Eucalyptus open woodland,Eucalyptus mid open woodland\Enteropogon mid sparse tussock grassland,"U+ ^Eucalyptus camaldulensis+/-Acacia estrophiolata+/-Erythrina vespertilio\^tree\7\r;G ^Enteropogon acicularis,Zygochloa paradoxa,Triodia pungens\^tussock grass,hummock grass\2\r",r,2,N,Map unit 27a,Unknown,Deep alluvial sandy soils,-,2,4042,38,-,Hummock grass
862,1984,U1,1,5,32000004,mosaic unknown,NTVEGMAP1750/2000,7123,1,Foliage Cover (numerical data),32,Layer Height (general vegetation mapping),18,"U1+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia bleeseri,Erythrophleum chlorostachys+/-Callitris intratropica\^tree\7\c;M1 Livistona humilis,^Eucalyptus tetrodonta,Buchanania obovata,Acacia oncinocarpa,Calytrix exstipulata\^tree,palm\6\r;G1 ^Heteropogon triticeus,Sorghum plumosum,Sorghum intrans,Grevillea goodii,Petalostigma quadriloculare\^tussock grass\2\c",Open forest,Eucalyptus open forest,Eucalyptus mid open forest\Eucalyptus low open woodland\Heteropogon mid tussock grassland,"U+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia bleeseri\^tree\7\c;M Livistona humilis,^Eucalyptus tetrodonta,Buchanania obovata\^tree,palm\6\r;G ^Heteropogon triticeus,Sorghum plumosum,Sorghum intrans\^tussock grass\2\c",c,7,Y,VEGMAP4B,Unknown,"Rises and upper slopes of ridges, on shallow soils with higher gravel component than map unit 4 (very similar to map unit 4)",-,3,4043,38,-,Tree
862,1984,M1,2,5,32000004,mosaic unknown,NTVEGMAP1750/2000,7124,-,Percentage Cover (numerical data),9,Average Height (general vegetation mapping),4,"U1+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia bleeseri,Erythrophleum chlorostachys+/-Callitris intratropica\^tree\7\c;M1 Livistona humilis,^Eucalyptus tetrodonta,Buchanania obovata,Acacia oncinocarpa,Calytrix exstipulata\^tree,palm\6\r;G1 ^Heteropogon triticeus,Sorghum plumosum,Sorghum intrans,Grevillea goodii,Petalostigma quadriloculare\^tussock grass\2\c",Open forest,Eucalyptus open forest,Eucalyptus mid open forest\Eucalyptus low open woodland\Heteropogon mid tussock grassland,"U+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia bleeseri\^tree\7\c;M Livistona humilis,^Eucalyptus tetrodonta,Buchanania obovata\^tree,palm\6\r;G ^Heteropogon triticeus,Sorghum plumosum,Sorghum intrans\^tussock grass\2\c",r,6,N,VEGMAP4B,Unknown,"Rises and upper slopes of ridges, on shallow soils with higher gravel component than map unit 4 (very similar to map unit 4)",-,3,4043,38,-,Palm
862,1984,M1,2,5,32000004,mosaic unknown,NTVEGMAP1750/2000,7124,-,Percentage Cover (numerical data),9,Average Height (general vegetation mapping),4,"U1+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia bleeseri,Erythrophleum chlorostachys+/-Callitris intratropica\^tree\7\c;M1 Livistona humilis,^Eucalyptus tetrodonta,Buchanania obovata,Acacia oncinocarpa,Calytrix exstipulata\^tree,palm\6\r;G1 ^Heteropogon triticeus,Sorghum plumosum,Sorghum intrans,Grevillea goodii,Petalostigma quadriloculare\^tussock grass\2\c",Open forest,Eucalyptus open forest,Eucalyptus mid open forest\Eucalyptus low open woodland\Heteropogon mid tussock grassland,"U+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia bleeseri\^tree\7\c;M Livistona humilis,^Eucalyptus tetrodonta,Buchanania obovata\^tree,palm\6\r;G ^Heteropogon triticeus,Sorghum plumosum,Sorghum intrans\^tussock grass\2\c",r,6,N,VEGMAP4B,Unknown,"Rises and upper slopes of ridges, on shallow soils with higher gravel component than map unit 4 (very similar to map unit 4)",-,3,4043,38,-,Tree
862,1984,G1,1,5,32000004,mosaic unknown,NTVEGMAP1750/2000,7125,-,Percentage Cover (numerical data),63,Average Height (general vegetation mapping),0,"U1+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia bleeseri,Erythrophleum chlorostachys+/-Callitris intratropica\^tree\7\c;M1 Livistona humilis,^Eucalyptus tetrodonta,Buchanania obovata,Acacia oncinocarpa,Calytrix exstipulata\^tree,palm\6\r;G1 ^Heteropogon triticeus,Sorghum plumosum,Sorghum intrans,Grevillea goodii,Petalostigma quadriloculare\^tussock grass\2\c",Open forest,Eucalyptus open forest,Eucalyptus mid open forest\Eucalyptus low open woodland\Heteropogon mid tussock grassland,"U+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia bleeseri\^tree\7\c;M Livistona humilis,^Eucalyptus tetrodonta,Buchanania obovata\^tree,palm\6\r;G ^Heteropogon triticeus,Sorghum plumosum,Sorghum intrans\^tussock grass\2\c",c,2,N,VEGMAP4B,Unknown,"Rises and upper slopes of ridges, on shallow soils with higher gravel component than map unit 4 (very similar to map unit 4)",-,3,4043,38,-,Tussock grass
863,2095,U1,1,4,32000004,mosaic unknown,NTVEGMAP1750/2000,7126,1,Foliage Cover (numerical data),29,Layer Height (general vegetation mapping),17,"U1+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia porrecta+/-Erythrophleum chlorostachys\^tree\7\c;M1 ^Eucalyptus tetrodonta,Livistona humilis,Buchanania obovata+/-Petalostigma pubescens+/-Acacia oncinocarpa\^tree,palm\6\r;G1 ^Schizachyrium fragile,Setaria apiculata,Sorghum intrans,Heteropogon triticeus,Hibbertia spp.\^tussock grass\2\c",Open forest,Eucalyptus open forest,Eucalyptus mid open forest\Eucalyptus low open woodland\Schizachyrium mid tussock grassland,"U+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia porrecta\^tree\7\c;M ^Eucalyptus tetrodonta,Livistona humilis,Buchanania obovata\^tree,palm\6\r;G ^Schizachyrium fragile,Setaria apiculata,Sorghum intrans\^tussock grass\2\c",c,7,Y,VEGMAP4C,Unknown,"Undulating low plateaux and peneplains,generally occuring on shallow, sandier soils opposed to map unit 4",-,3,4044,38,-,Tree
863,2095,M1,2,5,32000004,mosaic unknown,NTVEGMAP1750/2000,7127,-,Percentage Cover (numerical data),6,Average Height (general vegetation mapping),4,"U1+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia porrecta+/-Erythrophleum chlorostachys\^tree\7\c;M1 ^Eucalyptus tetrodonta,Livistona humilis,Buchanania obovata+/-Petalostigma pubescens+/-Acacia oncinocarpa\^tree,palm\6\r;G1 ^Schizachyrium fragile,Setaria apiculata,Sorghum intrans,Heteropogon triticeus,Hibbertia spp.\^tussock grass\2\c",Open forest,Eucalyptus open forest,Eucalyptus mid open forest\Eucalyptus low open woodland\Schizachyrium mid tussock grassland,"U+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia porrecta\^tree\7\c;M ^Eucalyptus tetrodonta,Livistona humilis,Buchanania obovata\^tree,palm\6\r;G ^Schizachyrium fragile,Setaria apiculata,Sorghum intrans\^tussock grass\2\c",r,6,N,VEGMAP4C,Unknown,"Undulating low plateaux and peneplains,generally occuring on shallow, sandier soils opposed to map unit 4",-,3,4044,38,-,Tree
863,2095,M1,2,5,32000004,mosaic unknown,NTVEGMAP1750/2000,7127,-,Percentage Cover (numerical data),6,Average Height (general vegetation mapping),4,"U1+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia porrecta+/-Erythrophleum chlorostachys\^tree\7\c;M1 ^Eucalyptus tetrodonta,Livistona humilis,Buchanania obovata+/-Petalostigma pubescens+/-Acacia oncinocarpa\^tree,palm\6\r;G1 ^Schizachyrium fragile,Setaria apiculata,Sorghum intrans,Heteropogon triticeus,Hibbertia spp.\^tussock grass\2\c",Open forest,Eucalyptus open forest,Eucalyptus mid open forest\Eucalyptus low open woodland\Schizachyrium mid tussock grassland,"U+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia porrecta\^tree\7\c;M ^Eucalyptus tetrodonta,Livistona humilis,Buchanania obovata\^tree,palm\6\r;G ^Schizachyrium fragile,Setaria apiculata,Sorghum intrans\^tussock grass\2\c",r,6,N,VEGMAP4C,Unknown,"Undulating low plateaux and peneplains,generally occuring on shallow, sandier soils opposed to map unit 4",-,3,4044,38,-,Palm
863,2095,G1,1,5,32000004,mosaic unknown,NTVEGMAP1750/2000,7128,-,Percentage Cover (numerical data),65,Average Height (general vegetation mapping),0,"U1+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia porrecta+/-Erythrophleum chlorostachys\^tree\7\c;M1 ^Eucalyptus tetrodonta,Livistona humilis,Buchanania obovata+/-Petalostigma pubescens+/-Acacia oncinocarpa\^tree,palm\6\r;G1 ^Schizachyrium fragile,Setaria apiculata,Sorghum intrans,Heteropogon triticeus,Hibbertia spp.\^tussock grass\2\c",Open forest,Eucalyptus open forest,Eucalyptus mid open forest\Eucalyptus low open woodland\Schizachyrium mid tussock grassland,"U+ ^Eucalyptus tetrodonta,Eucalyptus miniata,Corymbia porrecta\^tree\7\c;M ^Eucalyptus tetrodonta,Livistona humilis,Buchanania obovata\^tree,palm\6\r;G ^Schizachyrium fragile,Setaria apiculata,Sorghum intrans\^tussock grass\2\c",c,2,N,VEGMAP4C,Unknown,"Undulating low plateaux and peneplains,generally occuring on shallow, sandier soils opposed to map unit 4",-,3,4044,38,-,Tussock grass
864,2782,G1,1,3,32000054,mosaic unknown,NTVEGMAP1750/2000,7129,1,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"G1+ ^Leersia species,Pseudoraphis spp.,Hymenachne species\^tussock grass\3\d",Tall closed tussock grassland,Leersia tall closed tussock grassland,Leersia tall closed tussock grassland,"G+ ^Leersia species,Pseudoraphis spp.,Hymenachne species\^tussock grass\3\d",d,3,Y,Map unit 54~2,Unknown,Floodplains of major Rivers. Heavy black to grey cracking clays,-,1,4045,38,-,Tussock grass
865,2382,G1,1,2,32000054,mosaic unknown,NTVEGMAP1750/2000,7130,1,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,"G1+ Nelumbo species,^Nymphaea spp.\^forb\2\d",Closed forbland,Nymphaea closed forbland,Nymphaea mid closed forbland,"G+ Nelumbo species,^Nymphaea spp.\^forb\2\d",d,2,Y,Map unit 54~3,Unknown,Floodplains of major Rivers. Heavy black to grey cracking clays,-,1,4046,38,-,Forb
866,2636,M1,1,1,32000054,mosaic unknown,NTVEGMAP1750/2000,7131,1,Percentage Cover (classed data),-9999,Average Height (general vegetation mapping),-9999,M1+ ^Mimosa pigra var. pigra\^shrub\4\d,Tall closed shrubland,Mimosa tall closed shrubland,Mimosa tall closed shrubland,M+ ^Mimosa pigra var. pigra\^shrub\4\d,d,4,Y,Map unit 54~4,Unknown,Floodplains of major Rivers. Heavy black to grey cracking clays,-,1,4047,38,-,Shrub
867,2230,U1,1,4,32000065,equal mosaic,NTVEGMAP1750/2000,7132,-,Foliage Cover (numerical data),5,Layer Height (general vegetation mapping),6,"U1 ^Acacia aneura+/-Acacia kempeana+/-Hakea macrocarpa+/-Acacia estrophiolata\^tree\6\i;M1 ^Acacia kempeana,Acacia aneura,Senna artemisioides+/-Senna artemisioides subsp. filifolia+/-Eremophila gilesii\^shrub\3\i;G1+ ^Eragrostis eriopoda,Digitaria brownii,Portulaca oleracea,Spartothamnella teucriiflora,Eremophila gilesii\^tussock grass,forb\1\i",Low tussock grassland,Eragrostis (mixed) low tussock grassland,Acacia low woodland\Acacia mid open shrubland\+Eragrostis low open tussock grassland,"U ^Acacia aneura+/-Acacia kempeana+/-Hakea macrocarpa\^tree\6\i;M1 ^Acacia kempeana,Acacia aneura,Senna artemisioides\^shrub\3\i;G+ ^Eragrostis eriopoda,Digitaria brownii,Portulaca oleracea\^tussock grass,forb\1\i",i,6,N,Map unit 65a,Unknown,"Plains below hills/mountains, coarse to medium textured red earths, rarely calcareous",-,3,4048,38,-,Tree
867,2230,M1,1,5,32000065,equal mosaic,NTVEGMAP1750/2000,7133,-,Percentage Cover (numerical data),14,Average Height (general vegetation mapping),1,"U1 ^Acacia aneura+/-Acacia kempeana+/-Hakea macrocarpa+/-Acacia estrophiolata\^tree\6\i;M1 ^Acacia kempeana,Acacia aneura,Senna artemisioides+/-Senna artemisioides subsp. filifolia+/-Eremophila gilesii\^shrub\3\i;G1+ ^Eragrostis eriopoda,Digitaria brownii,Portulaca oleracea,Spartothamnella teucriiflora,Eremophila gilesii\^tussock grass,forb\1\i",Low tussock grassland,Eragrostis (mixed) low tussock grassland,Acacia low woodland\Acacia mid open shrubland\+Eragrostis low open tussock grassland,"U ^Acacia aneura+/-Acacia kempeana+/-Hakea macrocarpa\^tree\6\i;M1 ^Acacia kempeana,Acacia aneura,Senna artemisioides\^shrub\3\i;G+ ^Eragrostis eriopoda,Digitaria brownii,Portulaca oleracea\^tussock grass,forb\1\i",i,3,N,Map unit 65a,Unknown,"Plains below hills/mountains, coarse to medium textured red earths, rarely calcareous",-,3,4048,38,-,Shrub
867,2230,G1,2,5,32000065,equal mosaic,NTVEGMAP1750/2000,7134,1,Percentage Cover (numerical data),18,Average Height (general vegetation mapping),0,"U1 ^Acacia aneura+/-Acacia kempeana+/-Hakea macrocarpa+/-Acacia estrophiolata\^tree\6\i;M1 ^Acacia kempeana,Acacia aneura,Senna artemisioides+/-Senna artemisioides subsp. filifolia+/-Eremophila gilesii\^shrub\3\i;G1+ ^Eragrostis eriopoda,Digitaria brownii,Portulaca oleracea,Spartothamnella teucriiflora,Eremophila gilesii\^tussock grass,forb\1\i",Low tussock grassland,Eragrostis (mixed) low tussock grassland,Acacia low woodland\Acacia mid open shrubland\+Eragrostis low open tussock grassland,"U ^Acacia aneura+/-Acacia kempeana+/-Hakea macrocarpa\^tree\6\i;M1 ^Acacia kempeana,Acacia aneura,Senna artemisioides\^shrub\3\i;G+ ^Eragrostis eriopoda,Digitaria brownii,Portulaca oleracea\^tussock grass,forb\1\i",i,1,Y,Map unit 65a,Unknown,"Plains below hills/mountains, coarse to medium textured red earths, rarely calcareous",-,3,4048,38,-,Tussock grass
867,2230,G1,2,5,32000065,equal mosaic,NTVEGMAP1750/2000,7134,1,Percentage Cover (numerical data),18,Average Height (general vegetation mapping),0,"U1 ^Acacia aneura+/-Acacia kempeana+/-Hakea macrocarpa+/-Acacia estrophiolata\^tree\6\i;M1 ^Acacia kempeana,Acacia aneura,Senna artemisioides+/-Senna artemisioides subsp. filifolia+/-Eremophila gilesii\^shrub\3\i;G1+ ^Eragrostis eriopoda,Digitaria brownii,Portulaca oleracea,Spartothamnella teucriiflora,Eremophila gilesii\^tussock grass,forb\1\i",Low tussock grassland,Eragrostis (mixed) low tussock grassland,Acacia low woodland\Acacia mid open shrubland\+Eragrostis low open tussock grassland,"U ^Acacia aneura+/-Acacia kempeana+/-Hakea macrocarpa\^tree\6\i;M1 ^Acacia kempeana,Acacia aneura,Senna artemisioides\^shrub\3\i;G+ ^Eragrostis eriopoda,Digitaria brownii,Portulaca oleracea\^tussock grass,forb\1\i",i,1,Y,Map unit 65a,Unknown,"Plains below hills/mountains, coarse to medium textured red earths, rarely calcareous",-,3,4048,38,-,Forb
868,1985,M1,1,2,32000076,equal mosaic,NTVEGMAP1750/2000,7135,-,Percentage Cover (numerical data),2,Layer Height (general vegetation mapping),3,"U1 ^Eucalyptus pruinosa,Corymbia opaca+/-Eucalyptus setosa\^tree\6\bi;M1 ^Acacia stipuligera+/-Grevillea wickhamii\^shrub\4\r;M2 Croton arnhemicus,Grevillea wickhamii,Acacia torulosa+/-Acacia ramulosa+/-Brachychiton paradoxus\shrub\3\r;G1+ ^Triodia pungens,Triodia schinzii+/-Yakirra australiensis var. australiensis+/-Eragrostis eriopoda+/-Evolvulus alsinoides var. villosicalyx\^hummock grass,tussock grass\1\i",Low open hummock grassland,Triodia low open hummock grassland,Eucalyptus low isolated trees\Acacia tall sparse shrubland\+Triodia low open hummock grassland,"U ^Eucalyptus pruinosa,Corymbia opaca+/-Eucalyptus setosa\^tree\6\bi;M1 ^Acacia stipuligera+/-Grevillea wickhamii\^shrub\4\r;G+ ^Triodia pungens,Triodia schinzii+/-Yakirra australiensis\^hummock grass,tussock grass\1\i",r,4,N,Map unit 76a,Unknown,Red siliceous sandy soils,-,4,4050,38,-,Shrub
868,1985,M2,1,5,32000076,equal mosaic,NTVEGMAP1750/2000,7136,-,Percentage Cover (numerical data),3,Average Height (general vegetation mapping),1,"U1 ^Eucalyptus pruinosa,Corymbia opaca+/-Eucalyptus setosa\^tree\6\bi;M1 ^Acacia stipuligera+/-Grevillea wickhamii\^shrub\4\r;M2 Croton arnhemicus,Grevillea wickhamii,Acacia torulosa+/-Acacia ramulosa+/-Brachychiton paradoxus\shrub\3\r;G1+ ^Triodia pungens,Triodia schinzii+/-Yakirra australiensis var. australiensis+/-Eragrostis eriopoda+/-Evolvulus alsinoides var. villosicalyx\^hummock grass,tussock grass\1\i",Low open hummock grassland,Triodia low open hummock grassland,Eucalyptus low isolated trees\Acacia tall sparse shrubland\+Triodia low open hummock grassland,"U ^Eucalyptus pruinosa,Corymbia opaca+/-Eucalyptus setosa\^tree\6\bi;M1 ^Acacia stipuligera+/-Grevillea wickhamii\^shrub\4\r;G+ ^Triodia pungens,Triodia schinzii+/-Yakirra australiensis\^hummock grass,tussock grass\1\i",r,3,N,Map unit 76a,Unknown,Red siliceous sandy soils,-,4,4050,38,-,Shrub
868,1985,G1,2,5,32000076,equal mosaic,NTVEGMAP1750/2000,7137,1,Percentage Cover (numerical data),28,Average Height (general vegetation mapping),0,"U1 ^Eucalyptus pruinosa,Corymbia opaca+/-Eucalyptus setosa\^tree\6\bi;M1 ^Acacia stipuligera+/-Grevillea wickhamii\^shrub\4\r;M2 Croton arnhemicus,Grevillea wickhamii,Acacia torulosa+/-Acacia ramulosa+/-Brachychiton paradoxus\shrub\3\r;G1+ ^Triodia pungens,Triodia schinzii+/-Yakirra australiensis var. australiensis+/-Eragrostis eriopoda+/-Evolvulus alsinoides var. villosicalyx\^hummock grass,tussock grass\1\i",Low open hummock grassland,Triodia low open hummock grassland,Eucalyptus low isolated trees\Acacia tall sparse shrubland\+Triodia low open hummock grassland,"U ^Eucalyptus pruinosa,Corymbia opaca+/-Eucalyptus setosa\^tree\6\bi;M1 ^Acacia stipuligera+/-Grevillea wickhamii\^shrub\4\r;G+ ^Triodia pungens,Triodia schinzii+/-Yakirra australiensis\^hummock grass,tussock grass\1\i",i,1,Y,Map unit 76a,Unknown,Red siliceous sandy soils,-,4,4050,38,-,Tussock grass
868,1985,G1,2,5,32000076,equal mosaic,NTVEGMAP1750/2000,7137,1,Percentage Cover (numerical data),28,Average Height (general vegetation mapping),0,"U1 ^Eucalyptus pruinosa,Corymbia opaca+/-Eucalyptus setosa\^tree\6\bi;M1 ^Acacia stipuligera+/-Grevillea wickhamii\^shrub\4\r;M2 Croton arnhemicus,Grevillea wickhamii,Acacia torulosa+/-Acacia ramulosa+/-Brachychiton paradoxus\shrub\3\r;G1+ ^Triodia pungens,Triodia schinzii+/-Yakirra australiensis var. australiensis+/-Eragrostis eriopoda+/-Evolvulus alsinoides var. villosicalyx\^hummock grass,tussock grass\1\i",Low open hummock grassland,Triodia low open hummock grassland,Eucalyptus low isolated trees\Acacia tall sparse shrubland\+Triodia low open hummock grassland,"U ^Eucalyptus pruinosa,Corymbia opaca+/-Eucalyptus setosa\^tree\6\bi;M1 ^Acacia stipuligera+/-Grevillea wickhamii\^shrub\4\r;G+ ^Triodia pungens,Triodia schinzii+/-Yakirra australiensis\^hummock grass,tussock grass\1\i",i,1,Y,Map unit 76a,Unknown,Red siliceous sandy soils,-,4,4050,38,-,Hummock grass
868,1985,U1,1,3,32000076,equal mosaic,NTVEGMAP1750/2000,12827,-,Foliage Cover (numerical data),1,Layer Height (general vegetation mapping),5,"U1 ^Eucalyptus pruinosa,Corymbia opaca+/-Eucalyptus setosa\^tree\6\bi;M1 ^Acacia stipuligera+/-Grevillea wickhamii\^shrub\4\r;M2 Croton arnhemicus,Grevillea wickhamii,Acacia torulosa+/-Acacia ramulosa+/-Brachychiton paradoxus\shrub\3\r;G1+ ^Triodia pungens,Triodia schinzii+/-Yakirra australiensis var. australiensis+/-Eragrostis eriopoda+/-Evolvulus alsinoides var. villosicalyx\^hummock grass,tussock grass\1\i",Low open hummock grassland,Triodia low open hummock grassland,Eucalyptus low isolated trees\Acacia tall sparse shrubland\+Triodia low open hummock grassland,"U ^Eucalyptus pruinosa,Corymbia opaca+/-Eucalyptus setosa\^tree\6\bi;M1 ^Acacia stipuligera+/-Grevillea wickhamii\^shrub\4\r;G+ ^Triodia pungens,Triodia schinzii+/-Yakirra australiensis\^hummock grass,tussock grass\1\i",bi,6,N,Map unit 76a,Unknown,Red siliceous sandy soils,-,4,4050,38,-,Tree
869,2783,U1,2,2,32000080,equal mosaic,NTVEGMAP1750/2000,7138,1,Foliage Cover (numerical data),7,Layer Height (general vegetation mapping),4,"U1+ ^Eucalyptus socialis+/-Acacia kempeana\^tree mallee,tree\6\r;G1 ^Triodia longiceps,Enneapogon oblongus,Triodia irritans+/-Ptilotus obovatus+/-Anemocarpa saxatilis\^hummock grass,tussock grass\2\c",Open mallee woodland,Eucalyptus open mallee woodland,Eucalyptus mid open mallee woodland\Triodia mid hummock grassland,"U+ ^Eucalyptus socialis+/-Acacia kempeana\^tree mallee,tree\6\r;G ^Triodia longiceps,Enneapogon oblongus,Triodia irritans+/-Ptilotus obovatus+/-Anemocarpa saxatilis\^hummock grass,tussock grass\2\c",r,6,Y,Map unit 80b,Unknown,"Lower slopes of limestone hills, skeletal stoney soils",-,2,4051,38,-,Tree
869,2783,U1,2,2,32000080,equal mosaic,NTVEGMAP1750/2000,7138,1,Foliage Cover (numerical data),7,Layer Height (general vegetation mapping),4,"U1+ ^Eucalyptus socialis+/-Acacia kempeana\^tree mallee,tree\6\r;G1 ^Triodia longiceps,Enneapogon oblongus,Triodia irritans+/-Ptilotus obovatus+/-Anemocarpa saxatilis\^hummock grass,tussock grass\2\c",Open mallee woodland,Eucalyptus open mallee woodland,Eucalyptus mid open mallee woodland\Triodia mid hummock grassland,"U+ ^Eucalyptus socialis+/-Acacia kempeana\^tree mallee,tree\6\r;G ^Triodia longiceps,Enneapogon oblongus,Triodia irritans+/-Ptilotus obovatus+/-Anemocarpa saxatilis\^hummock grass,tussock grass\2\c",r,6,Y,Map unit 80b,Unknown,"Lower slopes of limestone hills, skeletal stoney soils",-,2,4051,38,-,Tree mallee
